,매장이름,주소,구,브랜드,위도,경도
0,역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동),강남구,스타벅스,37.5010689,127.0430285
1,논현역사거리,서울특별시 강남구 강남대로 538 (논현동),강남구,스타벅스,37.5135304,127.0315341
2,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동),강남구,스타벅스,37.5135304,127.0315341
3,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),강남구,스타벅스,37.499549,127.0316604
4,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동),강남구,스타벅스,37.4945186,127.0626332
5,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동),강남구,스타벅스,37.5149998,127.0631169
6,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동),강남구,스타벅스,37.524124,127.022883
7,코엑스별마당,서울특별시 강남구 영동대로 513 (삼성동),강남구,스타벅스,37.5101935,127.0585824
8,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),강남구,스타벅스,37.5075512,127.060561
9,압구정R,서울특별시 강남구 언주로 861 (신사동),강남구,스타벅스,37.5226879,127.0252724
10,수서역R,서울특별시 강남구 광평로 281 (수서동),강남구,스타벅스,37.4879723,127.1026505
11,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),강남구,스타벅스,37.4852655,127.0367026
12,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),강남구,스타벅스,37.5053116,127.0503634
13,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),강남구,스타벅스,37.5112773,127.048547
14,강남오거리,서울특별시 강남구 봉은사로2길 39 (역삼동),강남구,스타벅스,37.5020667,127.0266414
15,스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,강남구,스타벅스,37.5101935,127.0585824
16,강남구청정문,서울특별시 강남구 학동로 419 (청담동),강남구,스타벅스,37.5182675,127.0459628
17,도곡공원,서울특별시 강남구 도곡로 205 (역삼동),강남구,스타벅스,37.493073,127.0412545
18,강남R,서울특별시 강남구 강남대로 390 (역삼동),강남구,스타벅스,37.4977735,127.028536
19,대치은마사거리,서울특별시 강남구 도곡로 457 (대치동),강남구,스타벅스,37.4989728,127.060172
20,청담영동대로,서울특별시 강남구 영동대로 720 (청담동),강남구,스타벅스,37.5231998,127.0486655
21,압구정,서울특별시 강남구 압구정로30길 17 (신사동),강남구,스타벅스,37.5262829,127.0295602
22,신사가로수,서울특별시 강남구 가로수길 59 ,강남구,스타벅스,37.524609,127.022951
23,청담스타R,서울특별시 강남구 도산대로57길 24 (청담동),강남구,스타벅스,37.5252162,127.0418275
24,강남우성,서울특별시 강남구 강남대로 328 (역삼동),강남구,스타벅스,37.4999072,127.0373932
25,학동사거리,서울특별시 강남구 도산대로 328 (논현동),강남구,스타벅스,37.52236449999999,127.0379543
26,대치사거리,서울특별시 강남구 삼성로 402 (대치동),강남구,스타벅스,37.5033312,127.0588167
27,포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,강남구,스타벅스,37.5075307,127.0574271
28,을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",강남구,스타벅스,37.5189305,127.0346042
29,신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,강남구,스타벅스,37.516159,127.020635
30,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),강남구,스타벅스,37.4921442,127.0573977
31,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,강남구,스타벅스,37.5148904,127.0357573
32,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,강남구,스타벅스,37.5236351,127.0468651
33,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",강남구,스타벅스,37.4966281,127.055214
34,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),강남구,스타벅스,37.4941005,127.0330019
35,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호,강남구,스타벅스,37.5101935,127.0585824
36,가로수길,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",강남구,스타벅스,37.5231593,127.021625
37,역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",강남구,스타벅스,37.5018296,127.0393238
38,역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",강남구,스타벅스,37.4993385,127.0337927
39,강남대로,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",강남구,스타벅스,37.5030912,127.0255689
40,청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",강남구,스타벅스,37.5243631,127.0515599
41,삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),강남구,스타벅스,37.5097863,127.0579134
42,삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",강남구,스타벅스,37.5078813,127.0652928
43,학동역,서울특별시 강남구 논현로 704 (논현동),강남구,스타벅스,37.5145996,127.0307932
44,대치,서울특별시 강남구 도곡로 511 (대치동),강남구,스타벅스,37.499591,127.0622226
45,SSG마켓도곡R,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",강남구,스타벅스,37.4896405,127.0545117
46,삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",강남구,스타벅스,37.5069114,127.0555833
47,선릉세화빌딩,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,강남구,스타벅스,37.5037306,127.0511864
48,압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",강남구,스타벅스,37.526735,127.0281047
49,압구정로,서울특별시 강남구 압구정로42길 32 (신사동),강남구,스타벅스,37.5268082,127.0347226
50,구역삼사거리,서울특별시 강남구 논현로 401 (역삼동),강남구,스타벅스,37.4958779,127.03891
51,큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",강남구,스타벅스,37.5022291,127.0405658
52,강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",강남구,스타벅스,37.5135304,127.0315341
53,대치역,서울특별시 강남구 남부순환로 2936 (대치동) 107호,강남구,스타벅스,37.4935547,127.0619593
54,포이,서울특별시 강남구 논현로 88 (개포동),강남구,스타벅스,37.4777792,127.0451187
55,아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),강남구,스타벅스,37.4996847,127.0349215
56,학여울역,서울특별시 강남구 영동대로 215 (대치동),강남구,스타벅스,37.4979557,127.0685027
57,선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,강남구,스타벅스,37.5108656,127.0449904
58,삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),강남구,스타벅스,37.5134507,127.0527081
59,GS타워,서울특별시 강남구 논현로 508 (역삼동),강남구,스타벅스,37.5018187,127.0370947
60,압구정미소,서울특별시 강남구 논현로 841 (신사동),강남구,스타벅스,37.5241764,127.0279929
61,선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",강남구,스타벅스,37.5039056,127.048515
62,코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동),강남구,스타벅스,37.5153516,127.0601103
63,역삼럭키,서울특별시 강남구 도곡로 183 (역삼동),강남구,스타벅스,37.4921956,127.039393
64,차병원사거리,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)",강남구,스타벅스,37.507918,127.035191
65,청담공원,서울특별시 강남구 학동로 506 (삼성동),강남구,스타벅스,37.5186549,127.0514387
66,신압구정,서울특별시 강남구 언주로174길 29 (신사동),강남구,스타벅스,37.5280809,127.0364236
67,아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",강남구,스타벅스,37.5089596,127.0404373
68,뱅뱅사거리,서울특별시 강남구 강남대로 282 (도곡동),강남구,스타벅스,37.4895152,127.0491216
69,강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",강남구,스타벅스,37.4964557,127.0296885
70,역삼역,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)",강남구,스타벅스,37.5006843,127.0352306
71,압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",강남구,스타벅스,37.49654450000001,127.0420764
72,르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동),강남구,스타벅스,37.5025597,127.044093
73,포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",강남구,스타벅스,37.5057344,127.0579281
74,선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",강남구,스타벅스,37.5049219,127.0467242
75,논현힐탑,서울특별시 강남구 논현로 648 (논현동),강남구,스타벅스,37.5114981,127.0321654
76,도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)",강남구,스타벅스,37.5172519,127.0233424
77,대치한티,서울특별시 강남구 선릉로 324 (대치동),강남구,스타벅스,37.498509,127.0520953
78,수서역사거리,서울특별시 강남구 광평로 280 (수서동),강남구,스타벅스,37.4872829,127.1031088
79,코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동),강남구,스타벅스,37.5101935,127.0585824
80,센터필드R,서울특별시 강남구 테헤란로 231 (역삼동),강남구,스타벅스,37.5030426,127.041588
81,도산사거리,서울특별시 강남구 언주로 727 (논현동),강남구,스타벅스,37.5135304,127.0315341
82,강남세곡,서울특별시 강남구 헌릉로569길 18 (세곡동),강남구,스타벅스,37.466266,127.1167873
83,대치삼성프라자,서울특별시 강남구 영동대로 237 (대치동),강남구,스타벅스,37.5003097,127.0669613
84,테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동),강남구,스타벅스,37.5037497,127.0448356
85,삼성동,서울특별시 강남구 영동대로96길 12 (삼성동),강남구,스타벅스,37.5107008,127.0635676
86,역삼이마트,서울특별시 강남구 역삼로 310 (역삼동),강남구,스타벅스,37.4992239,127.048424
87,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),강북구,스타벅스,37.6183622,127.0210925
88,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),강북구,스타벅스,37.6400187,127.0273281
89,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),강북구,스타벅스,37.6268335,127.0269077
90,수유역,서울특별시 강북구 도봉로 342 (번동),강북구,스타벅스,37.6380167,127.026135
91,미아역,서울특별시 강북구 도봉로 196 (미아동),강북구,스타벅스,37.6276849,127.0260705
92,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동)[*미고시],강북구,스타벅스,37.663461,127.012208
93,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),강서구,스타벅스,37.5707835,126.82871
94,마곡역,서울특별시 강서구 공항대로 168 (마곡동),강서구,스타벅스,37.57288090000001,126.8285073
95,우장산역,서울특별시 강서구 강서로 267 (내발산동),강서구,스타벅스,37.5495626,126.8359438
96,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),강서구,스타벅스,37.5764888,126.8307466
97,방화DT,서울특별시 강서구 방화대로 375 (방화동),강서구,스타벅스,37.5743389,126.8164145
98,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),강서구,스타벅스,37.5683444,126.8271884
99,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",강서구,스타벅스,37.5712911,126.8369374
100,가양역,서울특별시 강서구 양천로 476 (등촌동),강서구,스타벅스,37.551791,126.8583459
101,화곡DT,서울특별시 강서구 등촌로 57 (화곡동),강서구,스타벅스,37.5350355,126.8631182
102,양천향교역,서울특별시 강서구 강서로 463 (마곡동),강서구,스타벅스,37.5764888,126.8307466
103,화곡동,서울특별시 강서구 화곡로 142(화곡동),강서구,스타벅스,37.5405337,126.8375885
104,등촌,서울특별시 강서구 공항대로 329 (등촌동),강서구,스타벅스,37.5582279,126.8442884
105,염창역,서울특별시 강서구 공항대로 627 (염창동),강서구,스타벅스,37.5472298,126.8744802
106,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,강서구,스타벅스,37.5364346,126.8478715
107,가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층,강서구,스타벅스,37.5617661,126.8249994
108,까치산역,서울특별시 강서구 강서로13길 3 (화곡동),강서구,스타벅스,37.5317587,126.846385
109,등촌대로,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어), 104-2/105/106호",강서구,스타벅스,37.5540319,126.8717993
110,가양역사거리,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",강서구,스타벅스,37.559882,126.8553509
111,강서NC,서울특별시 강서구 강서로56길 17 (등촌동),강서구,스타벅스,37.55990389999999,126.8405122
112,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동),강서구,스타벅스,37.55319679999999,126.8298352
113,강서구청사거리,"서울특별시 강서구 화곡로 350 (화곡동), 104/105/106/107호",강서구,스타벅스,37.5547254,126.8520968
114,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동),관악구,스타벅스,37.4776649,126.9611926
115,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동),관악구,스타벅스,37.4792703,126.9527981
116,신림DT,서울특별시 관악구 남부순환로 1419 (신림동),관악구,스타벅스,37.4860743,126.9308822
117,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),관악구,스타벅스,37.4815987,126.9522003
118,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),관악구,스타벅스,37.4761693,126.9650053
119,사당,서울특별시 관악구 남부순환로 2082-25,관악구,스타벅스,37.47600910000001,126.9809985
120,보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,관악구,스타벅스,37.4909895,126.9255211
121,신림사거리,서울특별시 관악구 남부순환로 1619 (신림동),관악구,스타벅스,37.4846038,126.9304905
122,신림,서울특별시 관악구 신림로 355-1 (신림동),관악구,스타벅스,37.48605870000001,126.9291581
123,신림역포도몰,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)",관악구,스타벅스,37.4838735,126.9302332
124,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),관악구,스타벅스,37.4811125,126.9513217
125,건국대,서울특별시 광진구 능동로 117 (화양동),광진구,스타벅스,37.5477745,127.0706455
126,어린이대공원역,서울특별시 광진구 능동로243 ,광진구,스타벅스,37.5518888,127.0764093
127,아차산역,서울특별시 광진구 천호대로 676 ,광진구,스타벅스,37.5506271,127.0899534
128,올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동),광진구,스타벅스,37.5411292,127.0952402
129,구의DT,서울특별시 광진구 광나루로 519 (구의동),광진구,스타벅스,37.545357,127.0871714
130,자양사거리,서울특별시 광진구 아차산로 355,광진구,스타벅스,37.5373702,127.0826398
131,군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,광진구,스타벅스,37.5568156,127.07896
132,광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",광진구,스타벅스,37.5566878,127.1121244
133,건대스타시티,서울특별시 광진구 아차산로 262 (자양동),광진구,스타벅스,37.5377622,127.0726
134,자양,서울특별시 광진구 능동로 50 (자양동),광진구,스타벅스,37.5354769,127.0691462
135,강변역,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버,광진구,스타벅스,37.5360961,127.0927925
136,건대입구,서울특별시 광진구 능동로 107 (화양동),광진구,스타벅스,37.5460727,127.0722917
137,구의역,서울특별시 광진구 아차산로 373 (구의동),광진구,스타벅스,37.5466951,127.0914159
138,광장,서울특별시 광진구 아차산로 537-17 (광장동),광진구,스타벅스,37.5552818,127.1127862
139,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,광진구,스타벅스,37.5382118,127.0709107
140,자양이마트,서울시 광진구 아차산로 272 스타시티 지하1층 일부,광진구,스타벅스,37.5385534,127.0738124
141,중곡,서울특별시 광진구 천호대로 549 (중곡동) 1층,광진구,스타벅스,37.5575666,127.079334
142,금천구청역,"서울특별시 금천구 시흥대로73길 67 엠타워 112,113,114,115호",금천구,스타벅스,37.4568736,126.8978
143,가산에스케이,서울특별시 금천구 가산디지털1로 171 (가산동),금천구,스타벅스,37.4806318,126.8805702
144,독산사거리,서울특별시 금천구 시흥대로 426 (독산동),금천구,스타벅스,37.4715113,126.8987752
145,금천시흥,서울특별시 금천구 시흥대로 164 (시흥동),금천구,스타벅스,37.4488601,126.903246
146,가산디지털단지역,서울특별시 금천구 벚꽃로 298 (가산동),금천구,스타벅스,37.4813244,126.8837789
147,금천독산,서울특별시 금천구 두산로 70 (독산동),금천구,스타벅스,37.4704162,126.8920672
148,가산디지털,서울특별시 금천구 가산디지털1로 168 (가산동),금천구,스타벅스,37.4798346,126.8824997
149,W-Mall,서울특별시 금천구 디지털로 188 (가산동),금천구,스타벅스,37.4773244,126.8877548
150,마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,금천구,스타벅스,37.4785992,126.8851547
151,가산브이타워,서울특별시 금천구 가산디지털1로 128 (가산동),금천구,스타벅스,37.4771592,126.8837142
152,가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",금천구,스타벅스,37.4794444,126.8875
153,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",노원구,스타벅스,37.63115310000001,127.0577021
154,월계트레이더스,서울특별시 노원구 마들로3길 15 ,노원구,스타벅스,37.62644,127.0619091
155,상계초교사거리,서울특별시 노원구 노원로 449 ,노원구,스타벅스,37.6460967,127.0712379
156,공릉DT,서울특별시 노원구 동일로 1015 (공릉동),노원구,스타벅스,37.6206884,127.0743116
157,노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",노원구,스타벅스,37.6607486,127.05714
158,공릉역,서울특별시 노원구 동일로 1081 (공릉동),노원구,스타벅스,37.62772349999999,127.075125
159,은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",노원구,스타벅스,37.6504634,127.0759752
160,노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",노원구,스타벅스,37.65452560000001,127.0636531
161,광운대,서울특별시 노원구 석계로 104 (월계동),노원구,스타벅스,37.6231479,127.0607009
162,중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",노원구,스타벅스,37.6503872,127.0613201
163,노원역,서울특별시 노원구 동일로 1413 (상계동) 1층,노원구,스타벅스,37.6547298,127.0600029
164,월계이마트,서울특별시 노원구 마들로3길 15 (월계동),노원구,스타벅스,37.62644,127.0619091
165,태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동),노원구,스타벅스,37.619211,127.0792994
166,창동이마트,서울특별시 도봉구 노해로65길 4 (창동),도봉구,스타벅스,37.6516821,127.046933
167,쌍문역,서울특별시 도봉구 도봉로 480 (창동),도봉구,스타벅스,37.6483224,127.0348734
168,쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동),도봉구,스타벅스,37.6453516,127.0331011
169,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",동작구,스타벅스,37.5130951,126.9469753
170,남성역,서울특별시 동작구 사당로 219 (사당동),동작구,스타벅스,37.4841211,126.9726489
171,상도역,서울특별시 동작구 상도로37길 1 (상도1동),동작구,스타벅스,37.5031939,126.9484286
172,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",동작구,스타벅스,37.4920429,126.9234214
173,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),동작구,스타벅스,37.4839828,126.9804085
174,노량진역,서울특별시 동작구 노량진로 134 (노량진동),동작구,스타벅스,37.5129475,126.9416654
175,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),동작구,스타벅스,37.4999142,126.9317661
176,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),동작구,스타벅스,37.5069327,126.9581247
177,숭실대입구역,서울특별시 동작구 상도로 354 (상도동),동작구,스타벅스,37.4968346,126.9527123
178,숭실대,서울특별시 동작구 사당로 4 (상도동),동작구,스타벅스,37.4953631,126.9548386
179,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",동작구,스타벅스,37.47840679999999,126.9813606
180,서강대프라자,서울특별시 마포구 백범로 35 (신수동),마포구,스타벅스,37.5482918,126.9396564
181,상암YTN,서울특별시 마포구 상암산로 76 (상암동),마포구,스타벅스,37.5791989,126.892349
182,마포용강동,서울특별시 마포구 토정로 295 (용강동),마포구,스타벅스,37.5411219,126.9420858
183,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),마포구,스타벅스,37.5546884,126.9202895
184,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),마포구,스타벅스,37.5539707,126.950408
185,공덕,서울특별시 마포구 마포대로 130 (공덕동),마포구,스타벅스,37.5500158,126.9534217
186,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,스타벅스,37.5499443,126.9137027
187,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),마포구,스타벅스,37.557008,126.9290252
188,마포염리,서울특별시 마포구 독막로 311 (염리동),마포구,스타벅스,37.5438755,126.9476798
189,서강광흥창역,서울특별시 마포구 서강로 69 (창전동),마포구,스타벅스,37.5493766,126.9316559
190,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",마포구,스타벅스,37.54991930000001,126.9122262
191,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),마포구,스타벅스,37.54816,126.94158
192,서교동사거리,서울특별시 마포구 양화로 105 (서교동),마포구,스타벅스,37.5533761,126.9185644
193,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),마포구,스타벅스,37.5815358,126.8887183
194,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),마포구,스타벅스,37.555138,126.9346633
195,상암디지털큐브,서울특별시 마포구 상암산로 34,마포구,스타벅스,37.576088,126.889136
196,상수역,서울특별시 마포구 독막로 88 (상수동),마포구,스타벅스,37.54898560000001,126.9240226
197,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,마포구,스타벅스,37.5426483,126.9505562
198,서교,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층,마포구,스타벅스,37.5512986,126.9169248
199,서강대,서울특별시 마포구 백범로 23 (신수동),마포구,스타벅스,37.5494638,126.9400348
200,상암MBC,서울특별시 마포구 성암로 267 (상암동),마포구,스타벅스,37.5740931,126.9035854
201,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",마포구,스타벅스,37.5571739,126.923614
202,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",마포구,스타벅스,37.5568127,126.9199477
203,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",마포구,스타벅스,37.5522028,126.9554999
204,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",마포구,스타벅스,37.577789,126.890603
205,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",마포구,스타벅스,37.54043,126.94632
206,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,마포구,스타벅스,37.5413152,126.9489731
207,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),마포구,스타벅스,37.5487686,126.9250204
208,망원역,서울특별시 마포구 월드컵로 74 (서교동),마포구,스타벅스,37.5557302,126.9106996
209,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,마포구,스타벅스,37.542371,126.953362
210,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,스타벅스,37.5499443,126.9137027
211,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동),마포구,스타벅스,37.5567531,126.9246749
212,가재울뉴타운,서울특별시 서대문구 가재울미래로 2 ,서대문구,스타벅스,37.5746408,126.9232419
213,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",서대문구,스타벅스,37.577193,126.9192653
214,신촌역,서울특별시 서대문구 신촌로 73 (창천동),서대문구,스타벅스,37.5584944,126.9345627
215,연희동,서울특별시 서대문구 연희로 97 (연희동),서대문구,스타벅스,37.5667633,126.9305031
216,아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)",서대문구,스타벅스,37.5584231,126.9546193
217,홍제역,서울특별시 서대문구 통일로 451 (홍제동),서대문구,스타벅스,37.5928458,126.9516355
218,연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,서대문구,스타벅스,37.565784,126.938572
219,연희DT,서울특별시 서대문구 연희로 144 (연희동),서대문구,스타벅스,37.5701185,126.9338591
220,경기대,서울특별시 서대문구 충정로 53 (충정로2가),서대문구,스타벅스,37.5658142,126.9638013
221,신촌,서울특별시 서대문구 연세로 10-1 (창천동),서대문구,스타벅스,37.5564503,126.9371086
222,이대R,서울특별시 서대문구 이화여대길 34 (대현동),서대문구,스타벅스,37.5583821,126.9459524
223,연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",서대문구,스타벅스,37.5623371,126.9408692
224,이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,서대문구,스타벅스,37.5618588,126.9468339
225,연대,서울특별시 서대문구 연세로 35 (창천동),서대문구,스타벅스,37.5586875,126.9366988
226,신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동),서대문구,스타벅스,37.5601918,126.9308653
227,충정로역,서울특별시 서대문구 충정로 23,서대문구,스타벅스,37.56113930000001,126.9629482
228,연대동문,서울특별시 서대문구 성산로 565 (대신동),서대문구,스타벅스,37.5677894,126.9488821
229,신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",서대문구,스타벅스,37.5577614,126.9381244
230,충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",서대문구,스타벅스,37.5598507,126.964065
231,현대신촌,서울특별시 서대문구 신촌로 83 (창천동),서대문구,스타벅스,37.5594444,126.9363032
232,방배로,서울특별시 서초구 방배로 52 (방배동),서초구,스타벅스,37.4794494,126.9993484
233,강남교보타워R,서울특별시 서초구 강남대로 465 (서초동),서초구,스타벅스,37.5037208,127.0240967
234,방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동),서초구,스타벅스,37.4843008,126.9960781
235,센트럴F1,서울특별시 서초구 신반포로 176 (반포동),서초구,스타벅스,37.5041299,127.0030692
236,서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동),서초구,스타벅스,37.4882539,127.0090099
237,서초구청,서울특별시 서초구 남부순환로 2557 (서초동),서초구,스타벅스,37.4844008,127.0300468
238,서초우성사거리,서울특별시 서초구 강남대로 343 (서초동),서초구,스타벅스,37.4934821,127.0292328
239,이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",서초구,스타벅스,37.4858503,126.9830269
240,강남대로신사,서울특별시 서초구 강남대로 595 (잠원동),서초구,스타벅스,37.5148037,127.0195562
241,서울고속터미널,서울특별시 서초구 신반포로 194 (반포동),서초구,스타벅스,37.5054942,127.006719
242,강남대로논현R,서울특별시 서초구 강남대로85길 5 (반포동),서초구,스타벅스,37.5073277,127.0225816
243,방배,서울특별시 서초구 방배로 211,서초구,스타벅스,37.491914,126.9904974
244,방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),서초구,스타벅스,37.4934767,126.9865297
245,서초법원,서울특별시 서초구 서초대로 274 (서초동),서초구,스타벅스,37.4927671,127.0117898
246,청계산입구역,서울특별시 서초구 청계산로 203 (신원동),서초구,스타벅스,37.4473672,127.0553225
